"year","country","sex","edu","age","n","prev","source","alln"
"2001","Liechtenstein","Females","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 30 to 34 years",919,0.674247982391783,"EUROSTATcensus",NA
"2001","Liechtenstein","Females","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 35 to 39 years",876,0.632034632034632,"EUROSTATcensus",NA
"2001","Liechtenstein","Males","First and second stage of tertiary education (levels 5 and 6)","From 25 to 29 years",235,0.218808193668529,"EUROSTATcensus",NA
"2001","Liechtenstein","Males","First and second stage of tertiary education (levels 5 and 6)","From 30 to 34 years",483,0.356984478935698,"EUROSTATcensus",NA
"2001","Liechtenstein","Males","First and second stage of tertiary education (levels 5 and 6)","From 35 to 39 years",481,0.352380952380952,"EUROSTATcensus",NA
"2001","Liechtenstein","Males","Pre-primary, primary and lower secondary education (levels 0-2)","From 25 to 29 years",222,0.206703910614525,"EUROSTATcensus",NA
"2001","Liechtenstein","Males","Pre-primary, primary and lower secondary education (levels 0-2)","From 30 to 34 years",208,0.153732446415373,"EUROSTATcensus",NA
"2001","Liechtenstein","Males","Pre-primary, primary and lower secondary education (levels 0-2)","From 35 to 39 years",216,0.158241758241758,"EUROSTATcensus",NA
"2001","Liechtenstein","Males","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 25 to 29 years",617,0.574487895716946,"EUROSTATcensus",NA
"2001","Liechtenstein","Males","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 30 to 34 years",662,0.489283074648928,"EUROSTATcensus",NA
"2001","Liechtenstein","Males","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 35 to 39 years",668,0.489377289377289,"EUROSTATcensus",NA
"2001","Lithuania","Females","First and second stage of tertiary education (levels 5 and 6)","From 25 to 29 years",50067,0.419412937490576,"EUROSTATcensus",NA
"2001","Lithuania","Females","First and second stage of tertiary education (levels 5 and 6)","From 30 to 34 years",43749,0.340827821534578,"EUROSTATcensus",NA
"2001","Lithuania","Females","First and second stage of tertiary education (levels 5 and 6)","From 35 to 39 years",45924,0.335910470687196,"EUROSTATcensus",NA
"2001","Lithuania","Females","Pre-primary, primary and lower secondary education (levels 0-2)","From 25 to 29 years",15372,0.128771759344581,"EUROSTATcensus",NA
"2001","Lithuania","Females","Pre-primary, primary and lower secondary education (levels 0-2)","From 30 to 34 years",6342,0.0494075303246313,"EUROSTATcensus",NA
"2001","Lithuania","Females","Pre-primary, primary and lower secondary education (levels 0-2)","From 35 to 39 years",4576,0.0334710894927404,"EUROSTATcensus",NA
"2001","Lithuania","Females","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 25 to 29 years",53935,0.451815303164843,"EUROSTATcensus",NA
"2001","Lithuania","Females","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 30 to 34 years",78270,0.60976464814079,"EUROSTATcensus",NA
"2001","Lithuania","Females","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 35 to 39 years",86215,0.630618439820064,"EUROSTATcensus",NA
"2001","Lithuania","Males","First and second stage of tertiary education (levels 5 and 6)","From 25 to 29 years",39072,0.330572359236854,"EUROSTATcensus",NA
"2001","Lithuania","Males","First and second stage of tertiary education (levels 5 and 6)","From 30 to 34 years",28978,0.232236451938643,"EUROSTATcensus",NA
"2001","Lithuania","Males","First and second stage of tertiary education (levels 5 and 6)","From 35 to 39 years",33086,0.24990936008218,"EUROSTATcensus",NA
"2001","Lithuania","Males","Pre-primary, primary and lower secondary education (levels 0-2)","From 25 to 29 years",27082,0.229129827826896,"EUROSTATcensus",NA
"2001","Lithuania","Males","Pre-primary, primary and lower secondary education (levels 0-2)","From 30 to 34 years",13175,0.105587523441632,"EUROSTATcensus",NA
"2001","Lithuania","Males","Pre-primary, primary and lower secondary education (levels 0-2)","From 35 to 39 years",11251,0.0849824762825548,"EUROSTATcensus",NA
"2001","Lithuania","Males","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 25 to 29 years",52041,0.440297812936249,"EUROSTATcensus",NA
"2001","Lithuania","Males","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 30 to 34 years",82625,0.662176024619725,"EUROSTATcensus",NA
"2001","Lithuania","Males","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 35 to 39 years",88055,0.665108163635265,"EUROSTATcensus",NA
"1991","Luxembourg","Females","First and second stage of tertiary education (levels 5 and 6)","From 25 to 29 years",2123,0.143630336242473,"EUROSTATcensus",NA
"1991","Luxembourg","Females","First and second stage of tertiary education (levels 5 and 6)","From 30 to 34 years",2251,0.149013636965444,"EUROSTATcensus",NA
"1991","Luxembourg","Females","First and second stage of tertiary education (levels 5 and 6)","From 35 to 39 years",1978,0.14419011517714,"EUROSTATcensus",NA
"1991","Luxembourg","Females","Pre-primary, primary and lower secondary education (levels 0-2)","From 25 to 29 years",10742,0.726743792706853,"EUROSTATcensus",NA
"1991","Luxembourg","Females","Pre-primary, primary and lower secondary education (levels 0-2)","From 30 to 34 years",10978,0.726731100225076,"EUROSTATcensus",NA
"1991","Luxembourg","Females","Pre-primary, primary and lower secondary education (levels 0-2)","From 35 to 39 years",10075,0.734436506779414,"EUROSTATcensus",NA
"1991","Luxembourg","Females","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 25 to 29 years",1916,0.129625871050673,"EUROSTATcensus",NA
"1991","Luxembourg","Females","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 30 to 34 years",1877,0.12425526280948,"EUROSTATcensus",NA
"1991","Luxembourg","Females","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 35 to 39 years",1665,0.121373378043447,"EUROSTATcensus",NA
"1991","Luxembourg","Males","First and second stage of tertiary education (levels 5 and 6)","From 25 to 29 years",2332,0.155549626467449,"EUROSTATcensus",NA
"1991","Luxembourg","Males","First and second stage of tertiary education (levels 5 and 6)","From 30 to 34 years",2873,0.185211449200619,"EUROSTATcensus",NA
"1991","Luxembourg","Males","First and second stage of tertiary education (levels 5 and 6)","From 35 to 39 years",2818,0.193318241064691,"EUROSTATcensus",NA
"1991","Luxembourg","Males","Pre-primary, primary and lower secondary education (levels 0-2)","From 25 to 29 years",11377,0.758871398078975,"EUROSTATcensus",NA
"1991","Luxembourg","Males","Pre-primary, primary and lower secondary education (levels 0-2)","From 30 to 34 years",11136,0.717895822588963,"EUROSTATcensus",NA
"1991","Luxembourg","Males","Pre-primary, primary and lower secondary education (levels 0-2)","From 35 to 39 years",10200,0.699732455237703,"EUROSTATcensus",NA
"1991","Luxembourg","Males","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 25 to 29 years",1283,0.0855789754535752,"EUROSTATcensus",NA
"1991","Luxembourg","Males","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 30 to 34 years",1503,0.0968927282104177,"EUROSTATcensus",NA
"1991","Luxembourg","Males","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 35 to 39 years",1559,0.106949303697606,"EUROSTATcensus",NA
"2001","Luxembourg","Females","First and second stage of tertiary education (levels 5 and 6)","From 25 to 29 years",3870,0.280841799709724,"EUROSTATcensus",NA
"2001","Luxembourg","Females","First and second stage of tertiary education (levels 5 and 6)","From 30 to 34 years",3889,0.230541229474183,"EUROSTATcensus",NA
"2001","Luxembourg","Females","First and second stage of tertiary education (levels 5 and 6)","From 35 to 39 years",3319,0.19382153702406,"EUROSTATcensus",NA
"2001","Luxembourg","Females","Pre-primary, primary and lower secondary education (levels 0-2)","From 25 to 29 years",4846,0.35166908563135,"EUROSTATcensus",NA
"2001","Luxembourg","Females","Pre-primary, primary and lower secondary education (levels 0-2)","From 30 to 34 years",7053,0.41810421483194,"EUROSTATcensus",NA
"2001","Luxembourg","Females","Pre-primary, primary and lower secondary education (levels 0-2)","From 35 to 39 years",7678,0.448376547535623,"EUROSTATcensus",NA
"2001","Luxembourg","Females","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 25 to 29 years",5064,0.367489114658926,"EUROSTATcensus",NA
"2001","Luxembourg","Females","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 30 to 34 years",5927,0.351354555693876,"EUROSTATcensus",NA
"2001","Luxembourg","Females","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 35 to 39 years",6127,0.357801915440318,"EUROSTATcensus",NA
"2001","Luxembourg","Males","First and second stage of tertiary education (levels 5 and 6)","From 25 to 29 years",3530,0.259444362781126,"EUROSTATcensus",NA
"2001","Luxembourg","Males","First and second stage of tertiary education (levels 5 and 6)","From 30 to 34 years",4246,0.252137767220903,"EUROSTATcensus",NA
"2001","Luxembourg","Males","First and second stage of tertiary education (levels 5 and 6)","From 35 to 39 years",4075,0.229642152719076,"EUROSTATcensus",NA
"2001","Luxembourg","Males","Pre-primary, primary and lower secondary education (levels 0-2)","From 25 to 29 years",4868,0.357783330883434,"EUROSTATcensus",NA
"2001","Luxembourg","Males","Pre-primary, primary and lower secondary education (levels 0-2)","From 30 to 34 years",6525,0.387470308788599,"EUROSTATcensus",NA
"2001","Luxembourg","Males","Pre-primary, primary and lower secondary education (levels 0-2)","From 35 to 39 years",6844,0.385686108763032,"EUROSTATcensus",NA
"2001","Luxembourg","Males","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 25 to 29 years",5208,0.38277230633544,"EUROSTATcensus",NA
"2001","Luxembourg","Males","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 30 to 34 years",6069,0.360391923990499,"EUROSTATcensus",NA
"2001","Luxembourg","Males","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 35 to 39 years",6826,0.384671738517892,"EUROSTATcensus",NA
"1991","Netherlands","Females","First and second stage of tertiary education (levels 5 and 6)","From 25 to 29 years",138000,0.217665615141956,"EUROSTATcensus",NA
"1991","Netherlands","Females","First and second stage of tertiary education (levels 5 and 6)","From 30 to 34 years",139000,0.229372937293729,"EUROSTATcensus",NA
"1991","Netherlands","Females","First and second stage of tertiary education (levels 5 and 6)","From 35 to 39 years",115000,0.202108963093146,"EUROSTATcensus",NA
"1991","Netherlands","Females","Pre-primary, primary and lower secondary education (levels 0-2)","From 25 to 29 years",198000,0.312302839116719,"EUROSTATcensus",NA
"1991","Netherlands","Females","Pre-primary, primary and lower secondary education (levels 0-2)","From 30 to 34 years",210000,0.346534653465347,"EUROSTATcensus",NA
"1991","Netherlands","Females","Pre-primary, primary and lower secondary education (levels 0-2)","From 35 to 39 years",255000,0.448154657293497,"EUROSTATcensus",NA
"1991","Netherlands","Females","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 25 to 29 years",298000,0.470031545741325,"EUROSTATcensus",NA
"1991","Netherlands","Females","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 30 to 34 years",257000,0.424092409240924,"EUROSTATcensus",NA
"1991","Netherlands","Females","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 35 to 39 years",199000,0.349736379613357,"EUROSTATcensus",NA
"1991","Netherlands","Males","First and second stage of tertiary education (levels 5 and 6)","From 25 to 29 years",125000,0.193199381761978,"EUROSTATcensus",NA
"1991","Netherlands","Males","First and second stage of tertiary education (levels 5 and 6)","From 30 to 34 years",161000,0.257188498402556,"EUROSTATcensus",NA
"1991","Netherlands","Males","First and second stage of tertiary education (levels 5 and 6)","From 35 to 39 years",165000,0.278246205733558,"EUROSTATcensus",NA
"1991","Netherlands","Males","Pre-primary, primary and lower secondary education (levels 0-2)","From 25 to 29 years",214000,0.330757341576507,"EUROSTATcensus",NA
"1991","Netherlands","Males","Pre-primary, primary and lower secondary education (levels 0-2)","From 30 to 34 years",201000,0.321086261980831,"EUROSTATcensus",NA
"1991","Netherlands","Males","Pre-primary, primary and lower secondary education (levels 0-2)","From 35 to 39 years",187000,0.315345699831366,"EUROSTATcensus",NA
"1991","Netherlands","Males","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 25 to 29 years",308000,0.476043276661515,"EUROSTATcensus",NA
"1991","Netherlands","Males","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 30 to 34 years",264000,0.421725239616613,"EUROSTATcensus",NA
"1991","Netherlands","Males","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 35 to 39 years",241000,0.406408094435076,"EUROSTATcensus",NA
"2001","Netherlands","Females","First and second stage of tertiary education (levels 5 and 6)","From 25 to 29 years",147500,0.266062989285328,"EUROSTATcensus",NA
"2001","Netherlands","Females","First and second stage of tertiary education (levels 5 and 6)","From 30 to 34 years",154756,0.239627140689356,"EUROSTATcensus",NA
"2001","Netherlands","Females","First and second stage of tertiary education (levels 5 and 6)","From 35 to 39 years",137292,0.210965951522639,"EUROSTATcensus",NA
"2001","Netherlands","Females","Pre-primary, primary and lower secondary education (levels 0-2)","From 25 to 29 years",134438,0.242501533244345,"EUROSTATcensus",NA
"2001","Netherlands","Females","Pre-primary, primary and lower secondary education (levels 0-2)","From 30 to 34 years",174078,0.269545693846583,"EUROSTATcensus",NA
"2001","Netherlands","Females","Pre-primary, primary and lower secondary education (levels 0-2)","From 35 to 39 years",202327,0.310900184087354,"EUROSTATcensus",NA
"2001","Netherlands","Females","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 25 to 29 years",272442,0.491435477470327,"EUROSTATcensus",NA
"2001","Netherlands","Females","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 30 to 34 years",316986,0.490827165464061,"EUROSTATcensus",NA
"2001","Netherlands","Females","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 35 to 39 years",311159,0.478133864390007,"EUROSTATcensus",NA
"2001","Netherlands","Males","First and second stage of tertiary education (levels 5 and 6)","From 25 to 29 years",144391,0.255947063161179,"EUROSTATcensus",NA
"2001","Netherlands","Males","First and second stage of tertiary education (levels 5 and 6)","From 30 to 34 years",170348,0.253668822417827,"EUROSTATcensus",NA
"2001","Netherlands","Males","First and second stage of tertiary education (levels 5 and 6)","From 35 to 39 years",177474,0.262113252467549,"EUROSTATcensus",NA
"2001","Netherlands","Males","Pre-primary, primary and lower secondary education (levels 0-2)","From 25 to 29 years",145426,0.257781701125954,"EUROSTATcensus",NA
"2001","Netherlands","Males","Pre-primary, primary and lower secondary education (levels 0-2)","From 30 to 34 years",187385,0.279038980726304,"EUROSTATcensus",NA
"2001","Netherlands","Males","Pre-primary, primary and lower secondary education (levels 0-2)","From 35 to 39 years",207117,0.305893316831318,"EUROSTATcensus",NA
"2001","Netherlands","Males","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 25 to 29 years",274327,0.486271235712868,"EUROSTATcensus",NA
"2001","Netherlands","Males","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 30 to 34 years",313804,0.467292196855869,"EUROSTATcensus",NA
"2001","Netherlands","Males","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 35 to 39 years",292498,0.431993430701134,"EUROSTATcensus",NA
"1991","Norway","Females","First and second stage of tertiary education (levels 5 and 6)","From 25 to 29 years",41753,0.273166806238878,"EUROSTATcensus",NA
"1991","Norway","Females","First and second stage of tertiary education (levels 5 and 6)","From 30 to 34 years",41339,0.276563148106025,"EUROSTATcensus",NA
"1991","Norway","Females","First and second stage of tertiary education (levels 5 and 6)","From 35 to 39 years",37746,0.261726956919685,"EUROSTATcensus",NA
"1991","Norway","Females","Pre-primary, primary and lower secondary education (levels 0-2)","From 25 to 29 years",15149,0.0991115356432534,"EUROSTATcensus",NA
"1991","Norway","Females","Pre-primary, primary and lower secondary education (levels 0-2)","From 30 to 34 years",20828,0.139341959136706,"EUROSTATcensus",NA
"1991","Norway","Females","Pre-primary, primary and lower secondary education (levels 0-2)","From 35 to 39 years",27554,0.191056656889869,"EUROSTATcensus",NA
"1991","Norway","Females","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 25 to 29 years",95946,0.627721658117869,"EUROSTATcensus",NA
"1991","Norway","Females","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 30 to 34 years",87307,0.584094892757269,"EUROSTATcensus",NA
"1991","Norway","Females","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 35 to 39 years",78919,0.547216386190446,"EUROSTATcensus",NA
"1991","Norway","Males","First and second stage of tertiary education (levels 5 and 6)","From 25 to 29 years",33614,0.20934563141866,"EUROSTATcensus",NA
"1991","Norway","Males","First and second stage of tertiary education (levels 5 and 6)","From 30 to 34 years",38764,0.249113156135931,"EUROSTATcensus",NA
"1991","Norway","Males","First and second stage of tertiary education (levels 5 and 6)","From 35 to 39 years",42767,0.281764097428566,"EUROSTATcensus",NA
"1991","Norway","Males","Pre-primary, primary and lower secondary education (levels 0-2)","From 25 to 29 years",20824,0.129690409610941,"EUROSTATcensus",NA
"1991","Norway","Males","Pre-primary, primary and lower secondary education (levels 0-2)","From 30 to 34 years",24251,0.155846743098041,"EUROSTATcensus",NA
"1991","Norway","Males","Pre-primary, primary and lower secondary education (levels 0-2)","From 35 to 39 years",26604,0.175276546121766,"EUROSTATcensus",NA
"1991","Norway","Males","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 25 to 29 years",106129,0.660963958970399,"EUROSTATcensus",NA
"1991","Norway","Males","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 30 to 34 years",92593,0.595040100766027,"EUROSTATcensus",NA
"1991","Norway","Males","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 35 to 39 years",82412,0.542959356449668,"EUROSTATcensus",NA
"2001","Norway","Females","First and second stage of tertiary education (levels 5 and 6)","From 25 to 29 years",63779,0.425423061786698,"EUROSTATcensus",NA
"2001","Norway","Females","First and second stage of tertiary education (levels 5 and 6)","From 30 to 34 years",63439,0.379485676343385,"EUROSTATcensus",NA
"2001","Norway","Females","First and second stage of tertiary education (levels 5 and 6)","From 35 to 39 years",52278,0.32498057377304,"EUROSTATcensus",NA
"2001","Norway","Females","Pre-primary, primary and lower secondary education (levels 0-2)","From 25 to 29 years",8016,0.0534688731915234,"EUROSTATcensus",NA
"2001","Norway","Females","Pre-primary, primary and lower secondary education (levels 0-2)","From 30 to 34 years",11862,0.0709572832608527,"EUROSTATcensus",NA
"2001","Norway","Females","Pre-primary, primary and lower secondary education (levels 0-2)","From 35 to 39 years",12863,0.0799614583657104,"EUROSTATcensus",NA
"2001","Norway","Females","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 25 to 29 years",78124,0.521108065021778,"EUROSTATcensus",NA
"2001","Norway","Females","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 30 to 34 years",91870,0.549557040395762,"EUROSTATcensus",NA
"2001","Norway","Females","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 35 to 39 years",95724,0.59505796786125,"EUROSTATcensus",NA
"2001","Norway","Males","First and second stage of tertiary education (levels 5 and 6)","From 25 to 29 years",47380,0.307157721405742,"EUROSTATcensus",NA
"2001","Norway","Males","First and second stage of tertiary education (levels 5 and 6)","From 30 to 34 years",52560,0.305095371327072,"EUROSTATcensus",NA
"2001","Norway","Males","First and second stage of tertiary education (levels 5 and 6)","From 35 to 39 years",45703,0.2716164575694,"EUROSTATcensus",NA
"2001","Norway","Males","Pre-primary, primary and lower secondary education (levels 0-2)","From 25 to 29 years",9225,0.059804347403292,"EUROSTATcensus",NA
"2001","Norway","Males","Pre-primary, primary and lower secondary education (levels 0-2)","From 30 to 34 years",13231,0.0768020711192635,"EUROSTATcensus",NA
"2001","Norway","Males","Pre-primary, primary and lower secondary education (levels 0-2)","From 35 to 39 years",15657,0.0930507598224209,"EUROSTATcensus",NA
"2001","Norway","Males","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 25 to 29 years",97648,0.633037931190966,"EUROSTATcensus",NA
"2001","Norway","Males","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 30 to 34 years",106483,0.618102557553665,"EUROSTATcensus",NA
"2001","Norway","Males","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 35 to 39 years",106903,0.635332782608179,"EUROSTATcensus",NA
"2001","Poland","Females","First and second stage of tertiary education (levels 5 and 6)","From 25 to 29 years",353009,0.25479257670288,"EUROSTATcensus",NA
"2001","Poland","Females","First and second stage of tertiary education (levels 5 and 6)","From 30 to 34 years",227533,0.193210670135746,"EUROSTATcensus",NA
"2001","Poland","Females","First and second stage of tertiary education (levels 5 and 6)","From 35 to 39 years",195390,0.166050531575861,"EUROSTATcensus",NA
"2001","Poland","Females","Pre-primary, primary and lower secondary education (levels 0-2)","From 25 to 29 years",105310,0.0760099777982441,"EUROSTATcensus",NA
"2001","Poland","Females","Pre-primary, primary and lower secondary education (levels 0-2)","From 30 to 34 years",108051,0.0917519925410269,"EUROSTATcensus",NA
"2001","Poland","Females","Pre-primary, primary and lower secondary education (levels 0-2)","From 35 to 39 years",116150,0.0987090907545743,"EUROSTATcensus",NA
"2001","Poland","Females","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 25 to 29 years",927157,0.669197445498875,"EUROSTATcensus",NA
"2001","Poland","Females","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 30 to 34 years",842058,0.715037337323227,"EUROSTATcensus",NA
"2001","Poland","Females","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 35 to 39 years",865150,0.735240377669565,"EUROSTATcensus",NA
"2001","Poland","Males","First and second stage of tertiary education (levels 5 and 6)","From 25 to 29 years",244519,0.614182622870936,"EUROSTATcensus",NA
"2001","Poland","Males","First and second stage of tertiary education (levels 5 and 6)","From 30 to 34 years",170485,0.140885982222839,"EUROSTATcensus",NA
"2001","Poland","Males","First and second stage of tertiary education (levels 5 and 6)","From 35 to 39 years",138890,0.11612623805837,"EUROSTATcensus",NA
"2001","Poland","Males","Pre-primary, primary and lower secondary education (levels 0-2)","From 25 to 29 years",153602,0.385817377129064,"EUROSTATcensus",NA
"2001","Poland","Males","Pre-primary, primary and lower secondary education (levels 0-2)","From 30 to 34 years",131939,0.109032205815756,"EUROSTATcensus",NA
"2001","Poland","Males","Pre-primary, primary and lower secondary education (levels 0-2)","From 35 to 39 years",134060,0.112087864310642,"EUROSTATcensus",NA
"2001","Poland","Males","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 30 to 34 years",907668,0.750081811961405,"EUROSTATcensus",NA
"2001","Poland","Males","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 35 to 39 years",923076,0.771785897630988,"EUROSTATcensus",NA
"1991","Portugal","Females","First and second stage of tertiary education (levels 5 and 6)","From 25 to 29 years",55777,0.152017377463806,"EUROSTATcensus",NA
"1991","Portugal","Females","First and second stage of tertiary education (levels 5 and 6)","From 30 to 34 years",45453,0.128597376730079,"EUROSTATcensus",NA
"1991","Portugal","Females","First and second stage of tertiary education (levels 5 and 6)","From 35 to 39 years",39626,0.116847425440692,"EUROSTATcensus",NA
"1991","Portugal","Females","Pre-primary, primary and lower secondary education (levels 0-2)","From 25 to 29 years",254903,0.694725165707309,"EUROSTATcensus",NA
"1991","Portugal","Females","Pre-primary, primary and lower secondary education (levels 0-2)","From 30 to 34 years",255695,0.723422133698494,"EUROSTATcensus",NA
"1991","Portugal","Females","Pre-primary, primary and lower secondary education (levels 0-2)","From 35 to 39 years",268913,0.792958959206902,"EUROSTATcensus",NA
"1991","Portugal","Females","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 25 to 29 years",56232,0.153257456828885,"EUROSTATcensus",NA
"1991","Portugal","Females","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 30 to 34 years",52304,0.147980489571427,"EUROSTATcensus",NA
"1991","Portugal","Females","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 35 to 39 years",30587,0.0901936153524059,"EUROSTATcensus",NA
"1991","Portugal","Males","First and second stage of tertiary education (levels 5 and 6)","From 25 to 29 years",39720,0.111345338745487,"EUROSTATcensus",NA
"1991","Portugal","Males","First and second stage of tertiary education (levels 5 and 6)","From 30 to 34 years",37751,0.111296518501266,"EUROSTATcensus",NA
"1991","Portugal","Males","First and second stage of tertiary education (levels 5 and 6)","From 35 to 39 years",38614,0.12040799144353,"EUROSTATcensus",NA
"1991","Portugal","Males","Pre-primary, primary and lower secondary education (levels 0-2)","From 25 to 29 years",264810,0.74233029086587,"EUROSTATcensus",NA
"1991","Portugal","Males","Pre-primary, primary and lower secondary education (levels 0-2)","From 30 to 34 years",248738,0.733322916451696,"EUROSTATcensus",NA
"1991","Portugal","Males","Pre-primary, primary and lower secondary education (levels 0-2)","From 35 to 39 years",247938,0.773131936150773,"EUROSTATcensus",NA
"1991","Portugal","Males","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 25 to 29 years",52198,0.146324370388643,"EUROSTATcensus",NA
"1991","Portugal","Males","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 30 to 34 years",52704,0.155380565047038,"EUROSTATcensus",NA
"1991","Portugal","Males","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 35 to 39 years",34141,0.106460072405696,"EUROSTATcensus",NA
"2001","Portugal","Females","First and second stage of tertiary education (levels 5 and 6)","From 25 to 29 years",128338,0.319559571623146,"EUROSTATcensus",NA
"2001","Portugal","Females","First and second stage of tertiary education (levels 5 and 6)","From 30 to 34 years",82256,0.21792786252868,"EUROSTATcensus",NA
"2001","Portugal","Females","First and second stage of tertiary education (levels 5 and 6)","From 35 to 39 years",65946,0.170594413373137,"EUROSTATcensus",NA
"2001","Portugal","Females","Pre-primary, primary and lower secondary education (levels 0-2)","From 25 to 29 years",161315,0.40167177528392,"EUROSTATcensus",NA
"2001","Portugal","Females","Pre-primary, primary and lower secondary education (levels 0-2)","From 30 to 34 years",198599,0.526165332259449,"EUROSTATcensus",NA
"2001","Portugal","Females","Pre-primary, primary and lower secondary education (levels 0-2)","From 35 to 39 years",237378,0.614068490244874,"EUROSTATcensus",NA
"2001","Portugal","Females","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 25 to 29 years",111956,0.278768653092934,"EUROSTATcensus",NA
"2001","Portugal","Females","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 30 to 34 years",96591,0.255906805211871,"EUROSTATcensus",NA
"2001","Portugal","Females","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 35 to 39 years",83242,0.215337096381989,"EUROSTATcensus",NA
"2001","Portugal","Males","First and second stage of tertiary education (levels 5 and 6)","From 25 to 29 years",90678,0.224017985078314,"EUROSTATcensus",NA
"2001","Portugal","Males","First and second stage of tertiary education (levels 5 and 6)","From 30 to 34 years",59438,0.159061654521662,"EUROSTATcensus",NA
"2001","Portugal","Males","First and second stage of tertiary education (levels 5 and 6)","From 35 to 39 years",47963,0.128765262400533,"EUROSTATcensus",NA
"2001","Portugal","Males","Pre-primary, primary and lower secondary education (levels 0-2)","From 25 to 29 years",198374,0.490078561193735,"EUROSTATcensus",NA
"2001","Portugal","Males","Pre-primary, primary and lower secondary education (levels 0-2)","From 30 to 34 years",216290,0.578812296115115,"EUROSTATcensus",NA
"2001","Portugal","Males","Pre-primary, primary and lower secondary education (levels 0-2)","From 35 to 39 years",238197,0.639482501261799,"EUROSTATcensus",NA
"2001","Portugal","Males","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 25 to 29 years",115728,0.285903453727951,"EUROSTATcensus",NA
"2001","Portugal","Males","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 30 to 34 years",97951,0.262126049363224,"EUROSTATcensus",NA
"2001","Portugal","Males","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 35 to 39 years",86324,0.231752236337668,"EUROSTATcensus",NA
